"PVWatts: Hourly PV Performance Data"
"Requested Location:","Akra, Ghana"
"Location:","ACCRA/KOTOKA INTL, GHANA"
"Lat (deg N):","5.6"
"Long (deg W):","0.17"
"Elev (m):","69"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","16.1"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","2","22","0","0","26.2","4.4","0","26.2","0","0"
"2","2","23","0","0","26","4.1","0","26","0","0"
"2","3","0","0","0","25.8","3.9","0","25.8","0","0"
"2","3","1","0","0","25.6","3.8","0","25.6","0","0"
"2","3","2","0","0","25.4","3.6","0","25.4","0","0"
"2","3","3","0","0","25.2","3.5","0","25.2","0","0"
"2","3","4","0","0","25.1","3.5","0","25.1","0","0"
"2","3","5","0","0","24.9","3.5","0","24.9","0","0"
"2","3","6","0","20","25.9","4.3","18.945","25.048","65.095","43.497"
"2","3","7","37","126","26.9","5","142.046","28.584","474.48","444.493"
"2","3","8","76","241","27.9","5.8","287.709","32.253","950.646","908.941"
"2","3","9","276","363","28.9","6.6","586.433","38.072","1887.032","1816.136"
"2","3","10","345","415","29.9","7.4","747.677","41.267","2372.063","2282.844"
"2","3","11","302","543","30.9","8.2","865.519","43.43","2716.865","2613.289"
"2","3","12","369","478","30.2","7.8","870.489","43.302","2734.336","2630.003"
"2","3","13","312","531","29.6","7.4","852.176","42.856","2682.619","2580.518"
"2","3","14","218","391","28.9","7","585.592","38.339","1884.642","1813.832"
"2","3","15","194","301","28.2","6.6","442.206","35.311","1439.703","1383.77"
"2","3","16","110","190","27.6","6.2","245.537","31.426","807.601","769.638"
"2","3","17","3","68","26.9","5.8","68.864","27.447","233.346","208.489"
"2","3","18","0","1","26.9","5.4","0.97","25.948","3.318","0"
"2","3","19","0","0","26.9","5","0","26.9","0","0"
"2","3","20","0","0","26.9","4.6","0","26.9","0","0"
"2","3","21","0","0","29.1","4.4","0","29.1","0","0"
"2","3","22","0","0","31.3","4.2","0","31.3","0","0"
"2","3","23","0","0","33.4","4","0","33.4","0","0"
"2","4","0","0","0","35.6","3.8","0","35.6","0","0"
"2","4","1","0","0","32.3","3.1","0","32.3","0","0"
"2","4","2","0","0","28.9","2.3","0","28.9","0","0"
"2","4","3","0","0","25.6","1.5","0","25.6","0","0"
"2","4","4","0","0","25.2","0.8","0","25.2","0","0"
"2","4","5","0","0","24.9","0","0","24.9","0","0"
"2","4","6","0","20","25.9","1.5","18.945","24.657","65.215","43.614"
"2","4","7","62","121","26.9","3.1","145.676","28.999","482.052","451.895"
"2","4","8","100","248","27.9","4.6","309.047","33.307","1014.822","971.377"
"2","4","9","291","421","29.2","4.2","658.331","42.396","2072.807","1995.151"
"2","4","10","456","338","30.6","3.9","775.905","47.215","2386.798","2296.987"
"2","4","11","312","473","31.9","3.5","802.651","49.889","2435.783","2343.993"
"2","4","12","480","457","31.6","4.7","964.76","51.061","2909.548","2797.468"
"2","4","13","423","408","31.2","5.9","830.642","46.193","2569.934","2472.611"
"2","4","14","436","349","30.9","7.1","733.912","42.614","2310.089","2223.333"
"2","4","15","272","288","29.9","6.7","488.133","37.895","1567.055","1507.051"
"2","4","16","151","207","28.9","6.2","287.693","33.535","934.427","893.156"
"2","4","17","17","67","27.9","5.8","71.141","28.567","236.991","212.06"
"2","4","18","0","1","27.7","5.6","0.97","26.789","3.305","0"
"2","4","19","0","0","27.6","5.4","0","27.6","0","0"
"2","4","20","0","0","27.4","5.2","0","27.4","0","0"
"2","4","21","0","0","27.2","5","0","27.2","0","0"
"2","4","22","0","0","27.1","4.8","0","27.1","0","0"
"2","4","23","0","0","26.9","4.6","0","26.9","0","0"
"2","5","0","0","0","26.6","3.8","0","26.6","0","0"
"2","5","1","0","0","26.2","3.1","0","26.2","0","0"
"2","5","2","0","0","25.9","2.3","0","25.9","0","0"
"2","5","3","0","0","25.6","1.5","0","25.6","0","0"
"2","5","4","0","0","25.2","0.8","0","25.2","0","0"
"2","5","5","0","0","24.9","0","0","24.9","0","0"
"2","5","6","0","20","26.1","0.8","18.945","24.606","65.23","43.63"
"2","5","7","19","125","27.2","1.5","130.343","29.321","436.042","406.909"
"2","5","8","172","246","28.4","2.3","354.408","36.313","1143.325","1096.28"
"2","5","9","202","394","29.6","3.1","560.727","42.038","1769.461","1702.678"
"2","5","10","306","470","30.7","3.8","768.139","47.106","2364.7","2275.775"
"2","5","11","364","457","31.9","4.6","837.016","48.996","2552.135","2455.556"
"2","5","12","292","542","31.6","5.4","858.656","47.735","2635.692","2535.595"
"2","5","13","363","464","31.2","6.3","830.967","45.49","2580.445","2482.681"
"2","5","14","221","420","30.9","7.1","617.689","40.774","1963.738","1890.09"
"2","5","15","252","311","29.9","6.7","491.792","37.825","1580.072","1519.644"
"2","5","16","91","222","28.9","6.2","270.636","33.246","885.218","845.248"
"2","5","17","8","69","27.9","5.8","70.965","28.541","238.23","213.274"
"2","5","18","0","1","27.9","3.9","0.97","26.824","3.305","0"
"2","5","19","0","0","27.9","1.9","0","27.9","0","0"
"2","5","20","0","0","27.9","0","0","27.9","0","0"
"2","5","21","0","0","27.6","1.2","0","27.6","0","0"
"2","5","22","0","0","27.2","2.3","0","27.2","0","0"
"2","5","23","0","0","26.9","3.5","0","26.9","0","0"
"2","6","0","0","0","27","3.3","0","27","0","0"
"2","6","1","0","0","27.1","3.1","0","27.1","0","0"
"2","6","2","0","0","27.1","2.8","0","27.1","0","0"
"2","6","3","0","0","27.2","2.6","0","27.2","0","0"
"2","6","4","0","0","27.6","2.7","0","27.6","0","0"
"2","6","5","0","0","27.9","2.9","0","27.9","0","0"
"2","6","6","2","21","28.2","3.1","20.245","27.339","68.382","46.723"
"2","6","7","85","112","28.6","3.2","147.604","30.769","480.934","450.802"
"2","6","8","241","197","28.9","3.4","348.939","35.851","1124.062","1077.566"
"2","6","9","338","286","29.9","4.2","560.159","41.155","1773.377","1706.459"
"2","6","10","511","361","30.9","5","848.124","47.122","2610.185","2511.168"
"2","6","11","660","336","31.9","5.8","1011.181","50.076","3065.486","2946.271"
"2","6","12","582","340","31.6","5.4","948.914","49.627","2883.737","2772.816"
"2","6","13","667","300","31.2","5","960.689","50.159","2910.582","2798.455"
"2","6","14","610","274","30.9","4.6","810.835","47.816","2483.208","2389.481"
"2","6","15","473","222","30.2","5","563.138","41.364","1771.334","1704.486"
"2","6","16","240","150","29.6","5.4","274.071","34.537","876.451","836.71"
"2","6","17","45","65","28.9","5.8","77.8","29.691","252.496","227.251"
"2","6","18","0","1","28.6","5.6","0.97","27.72","3.291","0"
"2","6","19","0","0","28.2","5.4","0","28.2","0","0"
"2","6","20","0","0","27.9","5.2","0","27.9","0","0"
"2","6","21","0","0","27.6","5","0","27.6","0","0"
"2","6","22","0","0","27.2","4.8","0","27.2","0","0"
"2","6","23","0","0","26.9","4.6","0","26.9","0","0"
"2","7","0","0","0","26.7","3.8","0","26.7","0","0"
"2","7","1","0","0","26.6","3.1","0","26.6","0","0"
"2","7","2","0","0","26.4","2.3","0","26.4","0","0"
"2","7","3","0","0","26.2","1.5","0","26.2","0","0"
"2","7","4","0","0","26.1","0.8","0","26.1","0","0"
"2","7","5","0","0","25.9","0","0","25.9","0","0"
"2","7","6","1","20","26.9","1.9","19.118","25.794","65.241","43.64"
"2","7","7","106","119","27.9","3.9","162.641","30.25","529.372","498.142"
"2","7","8","249","218","28.9","5.8","375.172","34.865","1215.009","1165.889"
"2","7","9","280","343","29.9","6.2","573.941","39.329","1834.975","1765.916"
"2","7","10","384","406","30.9","6.7","772.056","43.382","2422.936","2331.668"
"2","7","11","399","472","31.9","7.1","886.213","45.975","2745.372","2640.56"
"2","7","12","418","500","31.6","7.1","940.828","46.65","2904.417","2792.568"
"2","7","13","207","556","31.2","7.1","768.392","43.578","2410","2319.254"
"2","7","14","349","339","30.9","7.1","649.013","41.205","2057.891","1980.79"
"2","7","15","277","300","29.9","6.7","502.938","38.043","1613.47","1551.945"
"2","7","16","123","204","28.9","6.2","265.779","33.176","866.308","826.832"
"2","7","17","11","68","27.9","5.8","70.355","28.523","235.58","210.677"
"2","7","18","0","1","27.9","5.8","0.97","27.01","3.302","0"
"2","7","19","0","0","27.9","5.8","0","27.9","0","0"
"2","7","20","0","0","27.9","5.8","0","27.9","0","0"
"2","7","21","0","0","27.9","4.7","0","27.9","0","0"
"2","7","22","0","0","27.9","3.5","0","27.9","0","0"
"2","7","23","0","0","27.9","2.4","0","27.9","0","0"
"2","8","0","0","0","27.4","2","0","27.4","0","0"
"2","8","1","0","0","26.9","1.6","0","26.9","0","0"
"2","8","2","0","0","26.4","1.2","0","26.4","0","0"
"2","8","3","0","0","25.9","0.8","0","25.9","0","0"
"2","8","4","0","0","25.4","0.4","0","25.4","0","0"
"2","8","5","0","0","24.9","0","0","24.9","0","0"
"2","8","6","3","20","26.2","1.5","19.459","24.985","66.227","44.609"
"2","8","7","139","106","27.6","3.1","160.554","30.066","517.85","486.882"
"2","8","8","398","227","28.9","4.6","471.643","37.64","1501.54","1443.649"
"2","8","9","494","286","30.2","5","686.164","43.186","2148.472","2067.972"
"2","8","10","517","322","31.6","5.4","813.474","46.695","2509.062","2414.27"
"2","8","11","355","467","32.9","5.8","837.203","47.987","2566.345","2469.172"
"2","8","12","472","415","31.2","5.4","913.68","48.335","2795.734","2688.719"
"2","8","13","377","381","29.6","5","757.547","44.634","2362.872","2274.02"
"2","8","14","393","316","27.9","4.6","662.118","41.486","2096.154","2017.626"
"2","8","15","249","274","27.9","5.4","456.449","36.333","1476.925","1419.818"
"2","8","16","132","148","27.9","6.3","214.844","31.184","703.855","668.487"
"2","8","17","32","66","27.9","7.1","75.348","28.447","248.309","223.149"
"2","8","18","0","1","27.7","6.9","0.97","26.895","3.303","0"
"2","8","19","0","0","27.6","6.7","0","27.6","0","0"
"2","8","20","0","0","27.4","6.4","0","27.4","0","0"
"2","8","21","0","0","27.2","6.2","0","27.2","0","0"
"2","8","22","0","0","27.1","6","0","27.1","0","0"
"2","8","23","0","0","26.9","5.8","0","26.9","0","0"
"2","9","0","0","0","26.4","4.8","0","26.4","0","0"
"2","9","1","0","0","25.9","3.9","0","25.9","0","0"
"2","9","2","0","0","25.4","2.9","0","25.4","0","0"
"2","9","3","0","0","24.9","1.9","0","24.9","0","0"
"2","9","4","0","0","24.4","1","0","24.4","0","0"
"2","9","5","0","0","23.9","0","0","23.9","0","0"
"2","9","6","0","22","25.2","1.5","20.847","23.985","71.988","50.262"
"2","9","7","49","128","26.6","3.1","147.436","28.737","490.404","460.059"
"2","9","8","168","251","27.9","4.6","355.762","34.257","1159.533","1112.023"
"2","9","9","336","346","28.9","4.6","619.294","40.945","1963.245","1889.615"
"2","9","10","381","442","29.9","4.6","805.445","46.12","2492.171","2398.076"
"2","9","11","463","453","30.9","4.6","933.72","49.958","2832.468","2723.832"
"2","9","12","421","518","30.4","5","961.447","49.345","2926.214","2813.382"
"2","9","13","399","491","29.9","5.4","891.411","46.792","2749.388","2644.4"
"2","9","14","250","366","29.4","5.7","592.353","40.33","1887.136","1816.237"
"2","9","15","280","294","28.9","6.1","497.945","37.361","1602.672","1541.503"
"2","9","16","65","184","28.4","6.5","215.961","31.692","712.436","676.857"
"2","9","17","4","69","27.9","6.9","69.476","28.366","234.189","209.315"
"2","9","18","0","1","27.7","6.3","0.97","26.845","3.304","0"
"2","9","19","0","0","27.6","5.7","0","27.6","0","0"
"2","9","20","0","0","27.4","5.1","0","27.4","0","0"
"2","9","21","0","0","27.2","4.6","0","27.2","0","0"
"2","9","22","0","0","27.1","4","0","27.1","0","0"
"2","9","23","0","0","26.9","3.4","0","26.9","0","0"
"2","10","0","0","0","26.6","2.3","0","26.6","0","0"
"2","10","1","0","0","26.2","1.1","0","26.2","0","0"
"2","10","2","0","0","25.9","0","0","25.9","0","0"
"2","10","3","0","0","25.6","0","0","25.6","0","0"
"2","10","4","0","0","25.2","0","0","25.2","0","0"
"2","10","5","0","0","24.9","0","0","24.9","0","0"
"2","10","6","0","21","24.9","0","19.895","22.487","69.183","47.509"
"2","10","7","14","127","24.9","0","129.961","27.99","438.243","409.061"
"2","10","8","165","245","24.9","0","347.347","37.509","1113.922","1067.714"
"2","10","9","147","493","26.2","0","614.784","49.201","1870.19","1799.892"
"2","10","10","320","443","27.6","0","750.595","56.179","2200.662","2118.168"
"2","10","11","187","478","28.9","0","673.393","55.815","1979.087","1904.882"
"2","10","12","316","507","29.2","1.5","844.365","52.903","2521.336","2426.037"
"2","10","13","209","492","29.6","3.1","702.565","46.284","2172.806","2091.379"
"2","10","14","244","391","29.9","4.6","605.205","42.277","1909.151","1837.468"
"2","10","15","139","305","29.6","4.6","406.409","37.817","1308.02","1256.136"
"2","10","16","54","208","29.2","4.6","236.038","33.616","773.056","735.968"
"2","10","17","1","71","28.9","4.6","70.805","29.644","237.831","212.884"
"2","10","18","0","1","28.6","5","0.97","27.654","3.292","0"
"2","10","19","0","0","28.2","5.4","0","28.2","0","0"
"2","10","20","0","0","27.9","5.8","0","27.9","0","0"
"2","10","21","0","0","27.6","3.9","0","27.6","0","0"
"2","10","22","0","0","27.2","1.9","0","27.2","0","0"
"2","10","23","0","0","26.9","0","0","26.9","0","0"
"2","11","0","0","0","26.6","0","0","26.6","0","0"
"2","11","1","0","0","26.2","0","0","26.2","0","0"
"2","11","2","0","0","25.9","0","0","25.9","0","0"
"2","11","3","0","0","25.6","0","0","25.6","0","0"
"2","11","4","0","0","25.2","0","0","25.2","0","0"
"2","11","5","0","0","24.9","0","0","24.9","0","0"
"2","11","6","1","21","25.6","0","20.062","23.248","69.296","47.62"
"2","11","7","61","120","26.2","0","142.763","29.912","470.098","440.209"
"2","11","8","232","250","26.9","0","391.409","41.156","1229.675","1180.124"
"2","11","9","384","306","28.6","0.8","614.115","47.854","1877.627","1807.066"
"2","11","10","448","393","30.2","1.6","820.355","52.713","2450.792","2358.391"
"2","11","11","534","410","31.9","2.4","960.365","55.809","2822.518","2714.322"
"2","11","12","455","380","31.9","3.5","860.335","51.469","2588.953","2490.832"
"2","11","13","546","369","31.9","4.7","912.645","50.442","2760.935","2655.444"
"2","11","14","483","331","31.9","5.8","758.901","45.724","2350.401","2262.046"
"2","11","15","326","320","30.9","5","555.228","41.841","1746.588","1680.591"
"2","11","16","161","173","29.9","4.3","254.072","35.146","815.795","777.623"
"2","11","17","8","70","28.9","3.5","71.324","29.821","237.961","213.01"
"2","11","18","0","1","28.7","2.9","0.97","27.552","3.293","0"
"2","11","19","0","0","28.6","2.3","0","28.6","0","0"
"2","11","20","0","0","28.4","1.7","0","28.4","0","0"
"2","11","21","0","0","27.8","1.7","0","27.8","0","0"
"2","11","22","0","0","27.2","1.6","0","27.2","0","0"
"2","11","23","0","0","26.5","1.6","0","26.5","0","0"
"2","12","0","0","0","25.9","1.5","0","25.9","0","0"
"2","12","1","0","0","25.4","0.8","0","25.4","0","0"
"2","12","2","0","0","24.9","0","0","24.9","0","0"
"2","12","3","0","0","24.9","0","0","24.9","0","0"
"2","12","4","0","0","24.9","0","0","24.9","0","0"
"2","12","5","0","0","24.9","0","0","24.9","0","0"
"2","12","6","10","21","26.1","0.8","22.045","24.712","73.686","51.928"
"2","12","7","108","101","27.2","1.5","142.87","29.694","463.789","434.041"
"2","12","8","381","250","28.4","2.3","483.356","39.541","1525.452","1466.795"
"2","12","9","489","273","29.6","3.1","667.204","44.704","2072.563","1994.916"
"2","12","10","526","353","30.7","3.8","850.962","49.027","2592.672","2494.394"
"2","12","11","625","313","31.9","4.6","952.129","51.374","2866.492","2756.342"
"2","12","12","600","327","31.9","4.6","951.576","51.531","2862.568","2752.593"
"2","12","13","574","353","31.9","4.6","922.832","50.972","2783.834","2677.341"
"2","12","14","499","251","31.9","4.6","691.039","46.388","2132.354","2052.464"
"2","12","15","296","211","31.5","4.5","421.777","40.325","1335.444","1282.73"
"2","12","16","316","190","31","4.4","349.916","37.938","1098.85","1053.068"
"2","12","17","72","69","30.6","4.2","90.258","32.071","285.528","259.607"
"2","12","18","0","1","30.1","4.1","0.97","29.148","3.268","0"
"2","12","19","0","0","29.7","4","0","29.7","0","0"
"2","12","20","0","0","29.2","3.9","0","29.2","0","0"
"2","12","21","0","0","28.8","3.7","0","28.8","0","0"
"2","12","22","0","0","28.3","3.6","0","28.3","0","0"
"2","12","23","0","0","27.9","3.5","0","27.9","0","0"
"2","13","0","0","0","27.2","2.8","0","27.2","0","0"
"2","13","1","0","0","26.4","2.2","0","26.4","0","0"
"2","13","2","0","0","25.7","1.5","0","25.7","0","0"
"2","13","3","0","0","24.9","0.8","0","24.9","0","0"
"2","13","4","0","0","24.4","0.4","0","24.4","0","0"
"2","13","5","0","0","23.9","0","0","23.9","0","0"
"2","13","6","0","25","25.2","1","23.957","23.922","82.754","60.826"
"2","13","7","125","119","26.6","1.9","167.844","29.613","545.305","513.708"
"2","13","8","245","216","27.9","2.9","368.195","35.694","1187.199","1138.889"
"2","13","9","479","319","29.2","3.9","704.81","43.801","2200.223","2117.746"
"2","13","10","507","381","30.6","4.8","861.033","47.67","2642.289","2541.911"
"2","13","11","549","399","31.9","5.8","963.242","49.251","2932.994","2819.856"
"2","13","12","490","486","31.2","6","999.318","48.954","3047.775","2929.381"
"2","13","13","447","503","30.6","6.2","947.291","47.168","2915.966","2803.596"
"2","13","14","445","329","29.9","6.4","723.724","42.343","2281.007","2195.394"
"2","13","15","324","300","29.2","6.7","532.186","37.894","1707.372","1642.709"
"2","13","16","162","198","28.6","6.9","280.036","32.838","910.818","870.174"
"2","13","17","16","71","27.9","7.1","74.124","28.496","247.31","222.171"
"2","13","18","0","1","27.7","6.5","0.97","26.866","3.304","0"
"2","13","19","0","0","27.6","5.9","0","27.6","0","0"
"2","13","20","0","0","27.4","5.3","0","27.4","0","0"
"2","13","21","0","0","27.5","4.6","0","27.5","0","0"
"2","13","22","0","0","27.5","3.8","0","27.5","0","0"
"2","13","23","0","0","27.6","3.1","0","27.6","0","0"
"2","14","0","0","0","27.6","2.3","0","27.6","0","0"
"2","14","1","0","0","27.2","1.2","0","27.2","0","0"
"2","14","2","0","0","26.9","0","0","26.9","0","0"
"2","14","3","0","0","26.2","0","0","26.2","0","0"
"2","14","4","0","0","25.6","0","0","25.6","0","0"
"2","14","5","0","0","24.9","0","0","24.9","0","0"
"2","14","6","0","22","26.1","1","20.845","24.761","71.722","50.001"
"2","14","7","15","136","27.2","1.9","139.157","29.444","465.974","436.177"
"2","14","8","115","278","28.4","2.9","346.267","35.617","1123.785","1077.297"
"2","14","9","217","398","29.6","3.9","572.168","41.381","1811.342","1743.109"
"2","14","10","234","519","30.7","4.8","741.174","45.228","2304.346","2217.816"
"2","14","11","316","521","31.9","5.8","851.011","47.122","2620.575","2521.119"
"2","14","12","281","575","31.9","5.8","868.97","47.582","2669.5","2567.961"
"2","14","13","296","514","31.9","5.8","813.796","46.634","2512.146","2417.227"
"2","14","14","198","469","31.9","5.8","644.825","43.579","2021.042","1945.302"
"2","14","15","106","345","30.9","5.8","418.363","38.32","1344.275","1291.292"
"2","14","16","33","208","29.9","5.8","219.856","33.454","722.286","686.464"
"2","14","17","1","71","28.9","5.8","70.381","29.484","236.584","211.661"
"2","14","18","0","1","28.7","5.6","0.97","27.812","3.289","0"
"2","14","19","0","0","28.6","5.4","0","28.6","0","0"
"2","14","20","0","0","28.4","5.2","0","28.4","0","0"
"2","14","21","0","0","28.2","4.6","0","28.2","0","0"
"2","14","22","0","0","28","3.9","0","28","0","0"
"2","14","23","0","0","27.9","3.3","0","27.9","0","0"
"2","15","0","0","0","27.7","2.7","0","27.7","0","0"
"2","15","1","0","0","27.3","2.8","0","27.3","0","0"
"2","15","2","0","0","27","2.8","0","27","0","0"
"2","15","3","0","0","26.7","2.9","0","26.7","0","0"
"2","15","4","0","0","26.3","3","0","26.3","0","0"
"2","15","5","0","0","26","3.1","0","26","0","0"
"2","15","6","0","23","27","3","21.826","26.127","74.614","52.839"
"2","15","7","28","136","28","2.9","147.086","30.209","488.854","458.544"
"2","15","8","74","291","29","2.8","335.685","36.072","1089.211","1043.701"
"2","15","9","111","457","30","2.8","545.947","42.448","1720.556","1655.446"
"2","15","10","20","423","31","2.7","430.592","41.412","1365.639","1312.003"
"2","15","11","133","481","32","2.6","621.09","46.711","1916.708","1844.754"
"2","15","12","28","553","31.5","3.2","570.551","44.613","1780.11","1712.96"
"2","15","13","257","506","31","3.8","760.3","47.259","2339.352","2251.437"
"2","15","14","276","459","30.5","4.4","699.795","45.122","2175.408","2093.881"
"2","15","15","106","343","30","5","415.85","38.154","1337.272","1284.503"
"2","15","16","85","210","29.5","5.6","251.336","33.698","819.967","781.688"
"2","15","17","1","79","29","6.2","78.93","29.742","265.018","239.518"
"2","15","18","0","1","28.2","5.3","0.97","27.286","3.297","0"
"2","15","19","0","0","27.3","4.5","0","27.3","0","0"
"2","15","20","0","0","26.5","3.6","0","26.5","0","0"
"2","15","21","0","0","25.7","2.7","0","25.7","0","0"
"2","15","22","0","0","24.8","1.9","0","24.8","0","0"
"2","15","23","0","0","24","1","0","24","0","0"
"2","16","0","0","0","24.8","1.7","0","24.8","0","0"
"2","16","1","0","0","25.6","2.4","0","25.6","0","0"
"2","16","2","0","0","26.4","3.2","0","26.4","0","0"
"2","16","3","0","0","27.2","3.9","0","27.2","0","0"
"2","16","4","0","0","26.6","1.9","0","26.6","0","0"
"2","16","5","0","0","25.9","0","0","25.9","0","0"
"2","16","6","0","22","26.9","0.8","20.845","25.511","71.467","49.751"
"2","16","7","56","122","27.9","1.5","142.039","30.387","467.237","437.412"
"2","16","8","108","234","28.9","2.3","295.608","35.385","959.852","917.9"
"2","16","9","359","371","29.9","3.1","658.969","44.402","2052.178","1975.289"
"2","16","10","196","399","30.9","3.8","582.638","43.615","1826.572","1757.808"
"2","16","11","244","587","31.9","4.6","838.842","48.737","2561.24","2464.281"
"2","16","12","390","480","31.4","4.6","887.641","49.608","2697.803","2595.049"
"2","16","13","264","508","30.9","4.6","768.46","46.853","2369.49","2280.373"
"2","16","14","249","360","30.4","4.6","582.026","42.434","1834.382","1765.344"
"2","16","15","188","346","29.9","4.6","479.512","39.551","1528.968","1470.198"
"2","16","16","93","179","29.4","4.6","222.218","33.67","723.238","687.392"
"2","16","17","16","71","28.9","4.6","73.769","29.68","244.698","219.611"
"2","16","18","0","1","28.7","4.8","0.97","27.741","3.29","0"
"2","16","19","0","0","28.6","5","0","28.6","0","0"
"2","16","20","0","0","28.4","5.2","0","28.4","0","0"
"2","16","21","0","0","28.2","5.4","0","28.2","0","0"
"2","16","22","0","0","28.1","5.6","0","28.1","0","0"
"2","16","23","0","0","27.9","5.8","0","27.9","0","0"
"2","17","0","0","0","27.4","4.8","0","27.4","0","0"
"2","17","1","0","0","26.9","3.9","0","26.9","0","0"
"2","17","2","0","0","26.4","2.9","0","26.4","0","0"
"2","17","3","0","0","25.9","1.9","0","25.9","0","0"
"2","17","4","0","0","25.4","1","0","25.4","0","0"
"2","17","5","0","0","24.9","0","0","24.9","0","0"
"2","17","6","0","22","26.1","0.8","20.844","24.671","71.749","50.027"
"2","17","7","29","133","27.2","1.5","143.784","29.715","478.744","448.661"
"2","17","8","137","264","28.4","2.3","348.05","36.193","1125.002","1078.479"
"2","17","9","214","381","29.6","3.1","550.931","41.804","1740.231","1674.451"
"2","17","10","366","453","30.7","3.8","798.726","47.723","2450.713","2358.316"
"2","17","11","321","500","31.9","4.6","832.741","48.963","2539.543","2443.488"
"2","17","12","358","577","31.4","4.8","953.664","50.473","2885.144","2774.16"
"2","17","13","348","546","30.9","5","893.829","48.599","2730.81","2626.63"
"2","17","14","138","502","30.4","5.2","620.69","42.512","1956.486","1883.101"
"2","17","15","192","343","29.9","5.4","478.58","38.717","1532.234","1473.358"
"2","17","16","61","202","29.4","5.6","230.875","33.311","756.298","719.63"
"2","17","17","3","73","28.9","5.8","72.704","29.541","243.923","218.852"
"2","17","18","0","1","28.4","6","0.97","27.541","3.293","0"
"2","17","19","0","0","28.3","5.7","0","28.3","0","0"
"2","17","20","0","0","28.1","5.3","0","28.1","0","0"
"2","17","21","0","0","27.9","5","0","27.9","0","0"
"2","17","22","0","0","27.6","4.6","0","27.6","0","0"
"2","17","23","0","0","27.4","4.2","0","27.4","0","0"
"2","18","0","0","0","27.1","3.8","0","27.1","0","0"
"2","18","1","0","0","26.5","3.2","0","26.5","0","0"
"2","18","2","0","0","25.9","2.7","0","25.9","0","0"
"2","18","3","0","0","25.2","2.1","0","25.2","0","0"
"2","18","4","0","0","24.6","1.6","0","24.6","0","0"
"2","18","5","0","0","24","1","0","24","0","0"
"2","18","6","3","23","24.7","1.5","22.265","23.507","76.404","54.595"
"2","18","7","89","142","25.3","2","174.672","28.416","576.865","544.536"
"2","18","8","329","246","26","2.5","445.746","36.047","1432.518","1376.809"
"2","18","9","199","347","26.7","3.1","504.16","38.076","1622.725","1560.895"
"2","18","10","347","435","27.3","3.6","762.622","43.806","2388.173","2298.307"
"2","18","11","438","361","28","4.1","813.11","45.327","2527.391","2431.841"
"2","18","12","491","355","28","4.5","867.608","45.959","2688.053","2585.719"
"2","18","13","328","415","28","5","740.905","42.629","2334.982","2247.24"
"2","18","14","311","347","28","5.4","619.863","39.569","1981.873","1907.567"
"2","18","15","304","283","28","5.8","498.135","36.754","1606.941","1545.632"
"2","18","16","280","167","28","6.3","305.438","32.884","982.255","939.698"
"2","18","17","45","66","28","6.7","76.809","28.702","250.145","224.948"
"2","18","18","0","1","28","7.1","0.97","27.216","3.298","0"
"2","18","19","0","0","27.7","6.6","0","27.7","0","0"
"2","18","20","0","0","27.5","6.2","0","27.5","0","0"
"2","18","21","0","0","27.2","5.7","0","27.2","0","0"
"2","18","22","0","0","26.9","5.3","0","26.9","0","0"
"2","18","23","0","0","26.6","4.8","0","26.6","0","0"
"2","19","0","0","0","26.6","4.1","0","26.6","0","0"
"2","19","1","0","0","26.6","3.4","0","26.6","0","0"
"2","19","2","0","0","26.6","2.6","0","26.6","0","0"
"2","19","3","0","0","26.6","1.9","0","26.6","0","0"
"2","19","4","0","0","26.2","1","0","26.2","0","0"
"2","19","5","0","0","25.9","0","0","25.9","0","0"
"2","19","6","3","32","26.9","1.2","31.77","26.008","108.023","85.619"
"2","19","7","77","110","27.9","2.3","136.426","30.014","445.936","416.584"
"2","19","8","212","198","28.9","3.5","328.056","35.3","1059.985","1015.292"
"2","19","9","420","289","29.9","4.3","626.559","42.382","1970.221","1896.339"
"2","19","10","389","387","30.9","5","751.263","45.381","2333.334","2245.658"
"2","19","11","602","354","31.9","5.8","967.119","49.176","2945.946","2832.22"
"2","19","12","511","374","31.2","6","906.087","47.35","2786.902","2680.274"
"2","19","13","291","368","30.6","6.2","657.108","42.114","2076.349","1998.561"
"2","19","14","500","301","29.9","6.4","738.148","42.244","2327.12","2239.69"
"2","19","15","250","343","29.2","6.7","516.676","37.655","1661.456","1598.337"
"2","19","16","60","174","28.6","6.9","200.676","31.536","662.3","627.942"
"2","19","17","14","66","27.9","7.1","67.708","28.31","226.193","201.48"
"2","19","18","0","1","27.9","6.3","0.97","27.047","3.301","0"
"2","19","19","0","0","27.9","5.5","0","27.9","0","0"
"2","19","20","0","0","27.9","4.7","0","27.9","0","0"
"2","19","21","0","0","27.9","4","0","27.9","0","0"
