"PVWatts: Hourly PV Performance Data"
"Requested Location:","accra, ghana"
"Location:","ACCRA/KOTOKA INTL, GHANA"
"Lat (deg N):","5.6"
"Long (deg W):","0.17"
"Elev (m):","69"
"DC System Size (kW):","1.7"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","16.1"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","18","3","0","0","26.8","1.9","0","26.8","0","0"
"4","18","4","0","0","26.8","3.8","0","26.8","0","0"
"4","18","5","0","0","26.8","5.7","0","26.8","0","0"
"4","18","6","2","57","26.1","5.3","52.751","25.996","76.546","66.432"
"4","18","7","19","180","25.5","5","174.322","27.839","249.82","235.971"
"4","18","8","45","286","24.8","4.6","293.917","29.89","417.942","399.842"
"4","18","9","150","511","26.1","5","589.205","36.887","810.781","780.337"
"4","18","10","92","580","27.5","5.3","626.968","39.101","854.731","822.696"
"4","18","11","63","697","28.8","5.7","718.276","41.616","967.113","930.818"
"4","18","12","77","455","29.5","4.6","502.806","39.849","683.041","656.981"
"4","18","13","171","494","30.1","3.4","613.044","43.634","816.368","785.724"
"4","18","14","270","448","30.8","2.3","616.442","46.425","806.709","776.411"
"4","18","15","59","399","31.1","1.9","405.289","42.285","542.035","520.401"
"4","18","16","28","182","31.5","1.5","178.944","36.563","245.178","231.438"
"4","18","17","1","59","31.8","1.1","54.357","32.631","76.48","66.367"
"4","18","18","0","0","29.5","0.8","0","29.5","0","0"
"4","18","19","0","0","27.1","0.4","0","27.1","0","0"
"4","18","20","0","0","24.8","0","0","24.8","0","0"
"4","18","21","0","0","24.8","0","0","24.8","0","0"
"4","18","22","0","0","24.8","0","0","24.8","0","0"
"4","18","23","0","0","24.8","0","0","24.8","0","0"
"4","19","0","0","0","25.2","0.6","0","25.2","0","0"
"4","19","1","0","0","25.7","1.3","0","25.7","0","0"
"4","19","2","0","0","26.1","1.9","0","26.1","0","0"
"4","19","3","0","0","26.6","2.5","0","26.6","0","0"
"4","19","4","0","0","27","3.2","0","27","0","0"
"4","19","5","0","0","27.5","3.8","0","27.5","0","0"
"4","19","6","3","60","27.9","4.4","55.389","27.876","79.597","69.423"
"4","19","7","70","182","28.4","5.1","192.159","31.125","267.485","253.218"
"4","19","8","171","320","28.8","5.7","393.188","35.188","541.218","519.608"
"4","19","9","192","381","29.5","6.1","498.462","37.731","682.245","656.211"
"4","19","10","337","513","30.1","6.5","769.145","42.663","1028.877","990.123"
"4","19","11","459","497","30.8","6.9","885.803","45.096","1170.894","1126.17"
"4","19","12","424","488","30.5","6.7","845.835","44.527","1121.384","1078.791"
"4","19","13","315","447","30.1","6.5","689.084","41.733","926.107","891.399"
"4","19","14","333","396","29.8","6.3","613.036","40.18","827.613","796.565"
"4","19","15","145","301","29.5","6.1","361.425","35.634","496.749","476.443"
"4","19","16","105","183","29.1","5.9","203.802","32.237","279.879","265.316"
"4","19","17","2","78","28.8","5.7","70.084","29.363","100.131","89.547"
"4","19","18","0","0","28.5","5.3","0","28.5","0","0"
"4","19","19","0","0","28.1","5","0","28.1","0","0"
"4","19","20","0","0","27.8","4.6","0","27.8","0","0"
"4","19","21","0","0","27.6","3.5","0","27.6","0","0"
"4","19","22","0","0","27.5","2.5","0","27.5","0","0"
"4","19","23","0","0","27.3","1.4","0","27.3","0","0"
"4","20","0","0","0","27.2","0.4","0","27.2","0","0"
"4","20","1","0","0","27.4","0.8","0","27.4","0","0"
"4","20","2","0","0","27.7","1.2","0","27.7","0","0"
"4","20","3","0","0","27.9","1.6","0","27.9","0","0"
"4","20","4","0","0","28.1","2","0","28.1","0","0"
"4","20","5","0","0","28.3","2.4","0","28.3","0","0"
"4","20","6","26","58","28.6","2.8","55.063","28.565","77.25","67.122"
"4","20","7","137","194","28.8","3.2","224.42","32.826","305.791","290.596"
"4","20","8","340","272","29","3.6","439.582","37.968","591.905","568.755"
"4","20","9","393","331","30.3","3.9","594.573","42.731","791.502","761.743"
"4","20","10","506","395","31.7","4.3","799.241","48.131","1038.541","999.395"
"4","20","11","607","349","33","4.6","879.354","50.959","1126.721","1083.901"
"4","20","12","562","362","32.7","5.1","850.784","49.297","1099.844","1058.161"
"4","20","13","508","377","32.3","5.7","783.357","46.626","1025.893","987.26"
"4","20","14","429","320","32","6.2","609.817","42.581","812.02","781.532"
"4","20","15","318","281","31","5.8","434.884","38.669","583.941","561.036"
"4","20","16","124","166","30","5.5","194.388","33.236","263.857","249.677"
"4","20","17","5","56","29","5.1","51.951","29.256","74.025","63.961"
"4","20","18","0","0","28.8","4.7","0","28.8","0","0"
"4","20","19","0","0","28.7","4.3","0","28.7","0","0"
"4","20","20","0","0","28.5","3.8","0","28.5","0","0"
"4","20","21","0","0","28.3","3.4","0","28.3","0","0"
"4","20","22","0","0","28.2","3","0","28.2","0","0"
"4","20","23","0","0","28","2.6","0","28","0","0"
"4","21","0","0","0","27.7","2.1","0","27.7","0","0"
"4","21","1","0","0","27.3","1.7","0","27.3","0","0"
"4","21","2","0","0","27","1.3","0","27","0","0"
"4","21","3","0","0","26.7","0.9","0","26.7","0","0"
"4","21","4","0","0","26.3","0.4","0","26.3","0","0"
"4","21","5","0","0","26","0","0","26","0","0"
"4","21","6","5","59","27.2","0.8","54.672","26.971","78.764","68.606"
"4","21","7","78","159","28.3","1.7","173.468","31.713","239.669","226.058"
"4","21","8","252","302","29.5","2.5","418.572","38.905","563.232","540.96"
"4","21","9","293","335","30.7","3.4","526.667","42.174","703.709","676.965"
"4","21","10","354","444","31.8","4.2","716.657","46.569","939.255","904.042"
"4","21","11","390","462","33","5.1","788.244","48.18","1025.232","986.626"
"4","21","12","468","441","32.3","5.2","837.419","48.328","1088.244","1047.048"
"4","21","13","487","370","31.7","5.3","757.595","46.146","994.604","957.225"
"4","21","14","520","329","31","5.4","680.291","43.748","899.828","866.117"
"4","21","15","379","267","30.3","5.5","452.737","38.638","606.266","582.67"
"4","21","16","209","154","29.7","5.6","209.748","33.196","279.149","264.603"
"4","21","17","20","57","29","5.7","53.33","29.272","75.002","64.919"
"4","21","18","0","0","28.3","5.8","0","28.3","0","0"
"4","21","19","0","0","28","5.2","0","28","0","0"
"4","21","20","0","0","27.7","4.6","0","27.7","0","0"
"4","21","21","0","0","27.5","4","0","27.5","0","0"
"4","21","22","0","0","27.2","3.4","0","27.2","0","0"
"4","21","23","0","0","26.9","2.8","0","26.9","0","0"
"4","22","0","0","0","26.8","2.1","0","26.8","0","0"
"4","22","1","0","0","26.7","1.4","0","26.7","0","0"
"4","22","2","0","0","26.6","0.7","0","26.6","0","0"
"4","22","3","0","0","26.5","0","0","26.5","0","0"
"4","22","4","0","0","26.1","0","0","26.1","0","0"
"4","22","5","0","0","25.8","0","0","25.8","0","0"
"4","22","6","14","50","25.8","0.8","47.306","25.254","68.025","58.078"
"4","22","7","138","154","25.8","1.5","188.021","29.65","258.394","244.343"
"4","22","8","85","286","25.8","2.3","314.013","32.837","438.896","420.222"
"4","22","9","82","412","26.1","2.3","446.735","36.812","615.283","591.404"
"4","22","10","144","197","26.5","2.3","309.164","34.166","431.498","413.028"
"4","22","11","215","280","26.8","2.3","460.263","37.833","631.325","606.939"
"4","22","12","179","483","27.1","2.3","618.329","42.41","828.918","797.823"
"4","22","13","125","308","27.5","2.3","397.646","37.85","545.188","523.459"
"4","22","14","404","360","27.8","2.3","625.018","43.094","830.3","799.155"
"4","22","15","128","246","28.1","2.3","299.841","36.05","410.836","392.928"
"4","22","16","87","105","28.5","2.3","126.259","31.159","172.556","160.454"
"4","22","17","13","57","28.8","2.3","53.198","29.087","75.363","65.273"
"4","22","18","0","0","28.5","2.7","0","28.5","0","0"
"4","22","19","0","0","28.1","3","0","28.1","0","0"
"4","22","20","0","0","27.8","3.4","0","27.8","0","0"
"4","22","21","0","0","27.5","2.8","0","27.5","0","0"
"4","22","22","0","0","27.1","2.3","0","27.1","0","0"
"4","22","23","0","0","26.8","1.7","0","26.8","0","0"
"4","23","0","0","0","26.5","1.1","0","26.5","0","0"
"4","23","1","0","0","26.1","0.6","0","26.1","0","0"
"4","23","2","0","0","25.8","0","0","25.8","0","0"
"4","23","3","0","0","26.1","0","0","26.1","0","0"
"4","23","4","0","0","26.5","0","0","26.5","0","0"
"4","23","5","0","0","26.8","0","0","26.8","0","0"
"4","23","6","1","61","28.1","1.5","56.045","28.026","80.628","70.434"
"4","23","7","44","215","29.5","3.1","212.47","33.307","295.011","280.08"
"4","23","8","48","366","30.8","4.6","367.352","37.566","503.286","482.791"
"4","23","9","226","397","31.1","5.4","534.307","40.601","720.436","693.13"
"4","23","10","169","540","31.5","6.1","649.699","42.555","869.958","837.363"
"4","23","11","357","517","31.8","6.9","806.828","44.717","1068.599","1028.219"
"4","23","12","323","505","31.5","7.3","765.162","43.484","1019.906","981.515"
"4","23","13","246","457","31.1","7.7","636.084","40.692","859.466","827.257"
"4","23","14","205","527","30.8","8.1","636.902","39.977","862.177","829.869"
"4","23","15","195","306","30.1","7.7","389.075","35.815","532.651","511.295"
"4","23","16","77","184","29.5","7.3","194.278","32.109","268.506","254.215"
"4","23","17","3","58","28.8","6.9","53.279","28.998","76.168","66.061"
"4","23","18","0","0","28.6","6.1","0","28.6","0","0"
"4","23","19","0","0","28.5","5.4","0","28.5","0","0"
"4","23","20","0","0","28.3","4.6","0","28.3","0","0"
"4","23","21","0","0","28.1","3.8","0","28.1","0","0"
"4","23","22","0","0","28","3.1","0","28","0","0"
"4","23","23","0","0","27.8","2.3","0","27.8","0","0"
"4","24","0","0","0","27.5","2.1","0","27.5","0","0"
"4","24","1","0","0","27.1","1.9","0","27.1","0","0"
"4","24","2","0","0","26.8","1.7","0","26.8","0","0"
"4","24","3","0","0","26.5","1.5","0","26.5","0","0"
"4","24","4","0","0","26.1","1.3","0","26.1","0","0"
"4","24","5","0","0","25.8","1.1","0","25.8","0","0"
"4","24","6","21","60","26.8","2.4","56.174","26.722","79.93","69.749"
"4","24","7","179","155","27.8","3.8","201.135","31.088","272.118","257.742"
"4","24","8","380","247","28.8","5.1","434.213","36.407","587.443","564.431"
"4","24","9","420","335","29.8","6.5","613.762","39.697","829.318","798.208"
"4","24","10","490","383","30.8","7.8","768.536","42.153","1029.91","991.115"
"4","24","11","402","406","31.8","9.2","742.282","41.8","997.792","960.286"
"4","24","12","320","420","31.8","8.8","682.303","41.236","919.893","885.422"
"4","24","13","467","321","31.8","8.5","690.38","41.516","927.978","893.198"
"4","24","14","225","412","31.8","8.1","544.872","39.693","737.961","710.06"
"4","24","15","161","215","31.1","7.3","287.111","35.353","393.294","375.856"
"4","24","16","129","176","30.5","6.5","202.733","33.367","274.785","260.344"
"4","24","17","18","58","29.8","5.7","53.583","30.086","75.277","65.188"
"4","24","18","0","0","29.5","6.1","0","29.5","0","0"
"4","24","19","0","0","29.1","6.5","0","29.1","0","0"
"4","24","20","0","0","28.8","6.9","0","28.8","0","0"
"4","24","21","0","0","28.8","6.5","0","28.8","0","0"
"4","24","22","0","0","28.8","6.1","0","28.8","0","0"
"4","24","23","0","0","28.8","5.7","0","28.8","0","0"
"4","25","0","0","0","28.9","5.1","0","28.9","0","0"
"4","25","1","0","0","29","4.4","0","29","0","0"
"4","25","2","0","0","29.1","3.8","0","29.1","0","0"
"4","25","3","0","0","29.2","3.2","0","29.2","0","0"
"4","25","4","0","0","29.4","2.5","0","29.4","0","0"
"4","25","5","0","0","29.5","1.9","0","29.5","0","0"
"4","25","6","2","62","29.6","1.3","56.944","29.605","81.239","71.033"
"4","25","7","15","177","29.7","0.6","169.629","33.956","236.238","222.706"
"4","25","8","170","289","29.8","0","361.059","43.185","476.736","457.004"
"4","25","9","262","380","30.5","1.9","543.06","44.421","717.577","690.367"
"4","25","10","242","471","31.1","3.8","644.289","44.883","852.061","820.124"
"4","25","11","359","530","31.8","5.7","817.57","46.451","1073.051","1032.487"
"4","25","12","309","496","31.8","4.9","741.648","46.576","972.789","936.271"
"4","25","13","198","406","31.8","4.2","546.927","43.508","728.446","700.869"
"4","25","14","57","492","31.8","3.4","501.025","42.988","669.202","643.596"
"4","25","15","106","305","30.8","3.8","340.118","38.056","462.58","443.247"
"4","25","16","33","171","29.8","4.2","168.756","32.89","234.851","221.351"
"4","25","17","1","57","28.8","4.6","52.177","29.04","74.704","64.626"
"4","25","18","0","0","28.8","4.6","0","28.8","0","0"
"4","25","19","0","0","28.8","4.6","0","28.8","0","0"
"4","25","20","0","0","28.8","4.6","0","28.8","0","0"
"4","25","21","0","0","28.1","3.1","0","28.1","0","0"
"4","25","22","0","0","27.5","1.5","0","27.5","0","0"
"4","25","23","0","0","26.8","0","0","26.8","0","0"
"4","26","0","0","0","26.5","0","0","26.5","0","0"
"4","26","1","0","0","26.1","0","0","26.1","0","0"
"4","26","2","0","0","25.8","0","0","25.8","0","0"
"4","26","3","0","0","25.5","0","0","25.5","0","0"
"4","26","4","0","0","25.1","0","0","25.1","0","0"
"4","26","5","0","0","24.8","0","0","24.8","0","0"
"4","26","6","22","59","26.1","0.9","55.341","25.859","78.995","68.833"
"4","26","7","164","182","27.5","1.9","219.957","32.038","298.482","283.466"
"4","26","8","413","237","28.8","2.8","441.519","38.539","589.916","566.827"
"4","26","9","468","332","30.1","3.8","641.952","43.64","849.633","817.785"
"4","26","10","543","325","31.5","4.7","755.329","46.601","988.822","951.673"
"4","26","11","610","358","32.8","5.7","878.254","48.691","1138.707","1095.375"
"4","26","12","591","340","32.1","6.5","843.89","46.372","1107.526","1065.52"
"4","26","13","419","379","31.5","7.3","701.302","42.527","937.942","902.779"
"4","26","14","398","358","30.8","8.1","612.905","39.682","828.056","796.992"
"4","26","15","372","268","30.5","7.7","443.296","37.021","597.613","574.287"
"4","26","16","273","152","30.1","7.3","223.175","33.229","292.608","277.736"
"4","26","17","25","55","29.8","6.9","51.311","30.019","71.697","61.679"
"4","26","18","0","0","29.5","6.5","0","29.5","0","0"
"4","26","19","0","0","29.1","6.1","0","29.1","0","0"
"4","26","20","0","0","28.8","5.7","0","28.8","0","0"
"4","26","21","0","0","28.5","5.7","0","28.5","0","0"
"4","26","22","0","0","28.1","5.7","0","28.1","0","0"
"4","26","23","0","0","27.8","5.7","0","27.8","0","0"
"4","27","0","0","0","27.8","4.9","0","27.8","0","0"
"4","27","1","0","0","27.8","4.2","0","27.8","0","0"
"4","27","2","0","0","27.8","3.4","0","27.8","0","0"
"4","27","3","0","0","27.5","3.8","0","27.5","0","0"
"4","27","4","0","0","27.1","4.2","0","27.1","0","0"
"4","27","5","0","1","26.8","4.6","0.97","25.636","1.412","0"
"4","27","6","14","73","27.8","4.6","66.863","28.013","95.334","84.847"
"4","27","7","109","141","28.8","4.6","165.802","31.176","227.001","213.682"
"4","27","8","75","310","29.8","4.6","329.087","35.689","453.941","434.85"
"4","27","9","137","348","30.5","5.4","424.313","37.901","580.393","557.598"
"4","27","10","263","375","31.1","6.1","570.853","40.651","771.233","742.185"
"4","27","11","221","570","31.8","6.9","730.99","43.414","974.815","938.219"
"4","27","12","230","504","31.8","7.7","677.723","42.002","910.276","876.17"
"4","27","13","180","518","31.8","8.4","633.728","40.773","856.122","824.037"
"4","27","14","192","514","31.8","9.2","611.74","39.926","828.2","797.131"
"4","27","15","145","205","28.8","6.1","267.896","33.295","370.703","353.86"
"4","27","16","46","134","25.8","3.1","138.946","28.324","196.178","183.555"
"4","27","17","2","73","22.8","0","64.923","24.401","94.978","84.498"
"4","27","18","0","0","23.1","1.5","0","23.1","0","0"
"4","27","19","0","0","23.5","3.1","0","23.5","0","0"
"4","27","20","0","0","23.8","4.6","0","23.8","0","0"
"4","27","21","0","0","23.6","4","0","23.6","0","0"
"4","27","22","0","0","23.5","3.4","0","23.5","0","0"
"4","27","23","0","0","23.3","2.8","0","23.3","0","0"
"4","28","0","0","0","23.1","2.3","0","23.1","0","0"
"4","28","1","0","0","23","1.7","0","23","0","0"
"4","28","2","0","0","22.8","1.1","0","22.8","0","0"
"4","28","3","0","0","23.7","1.1","0","23.7","0","0"
"4","28","4","0","0","24.6","1.1","0","24.6","0","0"
"4","28","5","0","1","25.5","1.1","0.97","23.534","1.426","0"
"4","28","6","14","65","26.4","1.1","60.27","26.36","86.524","76.213"
"4","28","7","126","170","27.2","1.1","196.833","31.719","269.001","254.699"
"4","28","8","207","286","28.1","1.1","375.973","38.592","506.986","486.384"
"4","28","9","225","354","29","1.1","490.185","43.518","650.763","625.755"
"4","28","10","180","572","29.9","1.1","683.327","50.231","878.904","845.976"
"4","28","11","175","470","30.8","1.1","597.701","49.474","772.213","743.131"
"4","28","12","164","419","30.8","2.6","540.45","44.052","718.329","691.094"
"4","28","13","386","415","30.8","4.2","704.426","45.352","928.551","893.749"
"4","28","14","276","344","30.8","5.7","513.842","40.093","693.422","667.019"
"4","28","15","49","249","30.1","5.7","258.568","34.529","358.946","342.408"
"4","28","16","36","151","29.5","5.7","151.112","31.622","211.06","198.104"
"4","28","17","2","62","28.8","5.7","56.115","29.036","80.295","70.107"
"4","28","18","0","0","28.5","4.7","0","28.5","0","0"
"4","28","19","0","0","28.1","3.8","0","28.1","0","0"
"4","28","20","0","0","27.8","2.8","0","27.8","0","0"
"4","28","21","0","0","27.5","1.9","0","27.5","0","0"
"4","28","22","0","0","27.1","0.9","0","27.1","0","0"
"4","28","23","0","0","26.8","0","0","26.8","0","0"
"4","29","0","0","0","26.5","0","0","26.5","0","0"
"4","29","1","0","0","26.1","0","0","26.1","0","0"
"4","29","2","0","0","25.8","0","0","25.8","0","0"
"4","29","3","0","0","25.5","0","0","25.5","0","0"
"4","29","4","0","0","25.1","0","0","25.1","0","0"
"4","29","5","0","1","24.8","0","0.97","21.543","1.44","0"
"4","29","6","6","62","25.6","0.6","57.184","25.34","82.988","72.747"
"4","29","7","139","156","26.4","1.3","187.985","30.446","257.06","243.041"
"4","29","8","167","315","27.1","1.9","380.918","36.316","520.96","499.95"
"4","29","9","203","376","27.9","2.5","494.487","39.672","669.751","644.127"
"4","29","10","457","395","28.7","3.2","744.722","45.394","981.291","944.439"
"4","29","11","272","376","29.5","3.8","593.827","42.624","794.869","764.991"
"4","29","12","371","472","30.2","4.4","768.084","45.898","1010.8","972.774"
"4","29","13","243","363","31","5.1","539.813","41.536","725.91","698.419"
"4","29","14","249","371","31.8","5.7","519.258","40.985","697.922","671.371"
"4","29","15","307","283","30.8","5.7","420.43","38.165","564.806","542.486"
"4","29","16","105","157","29.8","5.7","176.309","32.608","240.174","226.551"
"4","29","17","3","55","28.8","5.7","50.392","28.967","72.066","62.04"
"4","29","18","0","0","28.8","4.9","0","28.8","0","0"
"4","29","19","0","0","28.8","4.2","0","28.8","0","0"
"4","29","20","0","0","28.8","3.4","0","28.8","0","0"
"4","29","21","0","0","27.1","3.4","0","27.1","0","0"
"4","29","22","0","0","25.5","3.4","0","25.5","0","0"
"4","29","23","0","0","23.8","3.4","0","23.8","0","0"
"4","30","0","0","0","23.8","2.3","0","23.8","0","0"
"4","30","1","0","0","23.8","1.1","0","23.8","0","0"
"4","30","2","0","0","23.8","0","0","23.8","0","0"
"4","30","3","0","0","23.8","0","0","23.8","0","0"
"4","30","4","0","0","23.8","0","0","23.8","0","0"
"4","30","5","0","1","23.8","0","0.97","20.482","1.447","0"
"4","30","6","2","62","24.8","0.8","56.892","24.538","83.145","72.9"
"4","30","7","78","165","25.8","1.5","177.074","29.373","247.39","233.598"
"4","30","8","125","306","26.8","2.3","350.568","34.733","484.195","464.25"
"4","30","9","60","448","27.8","3.1","461.086","37.979","631.579","607.185"
"4","30","10","174","366","28.8","3.8","487.613","39.112","664.096","638.656"
"4","30","11","68","540","29.8","4.6","568.092","41.062","766.969","738.07"
"4","30","12","152","455","29.5","3.8","561.778","41.6","756.145","727.62"
"4","30","13","259","525","29.1","3.1","700.518","45.123","925.054","890.386"
"4","30","14","209","410","28.8","2.3","526.253","42.51","702.404","675.703"
"4","30","15","112","261","28.8","2.3","301.015","36.506","411.697","393.766"
"4","30","16","76","163","28.8","2.3","172.902","32.652","237.543","223.98"
"4","30","17","4","56","28.8","2.3","51.208","29.175","73.113","63.067"
"4","30","18","0","0","28.1","1.5","0","28.1","0","0"
"4","30","19","0","0","27.5","0.8","0","27.5","0","0"
"4","30","20","0","0","26.8","0","0","26.8","0","0"
"4","30","21","0","0","26.7","0.1","0","26.7","0","0"
"4","30","22","0","0","26.6","0.3","0","26.6","0","0"
"4","30","23","0","0","26.5","0.4","0","26.5","0","0"
"5","1","0","0","0","26.3","0.6","0","26.3","0","0"
"5","1","1","0","0","26.2","0.7","0","26.2","0","0"
"5","1","2","0","0","26.1","0.9","0","26.1","0","0"
"5","1","3","0","0","26","1","0","26","0","0"
"5","1","4","0","0","24.8","1.8","0","24.8","0","0"
"5","1","5","0","1","23.6","2.6","0.97","22.04","1.436","0"
"5","1","6","0","68","25.4","2.6","61.707","25.426","89.951","79.572"
"5","1","7","26","234","27.2","2.6","222.971","31.435","313.868","298.473"
"5","1","8","72","340","29","2.6","353.487","36.86","485.001","465.033"
"5","1","9","228","453","30.8","3.1","580.749","43.683","770.738","741.707"
"5","1","10","211","504","32.7","3.6","644.245","46.797","843.561","811.935"
"5","1","11","275","557","34.5","4.1","762.345","50.509","979.347","942.572"
"5","1","12","228","642","33.9","4.8","798.143","49.878","1028.915","990.159"
"5","1","13","217","619","33.2","5.5","751.497","47.192","982.022","945.142"
"5","1","14","174","494","32.6","6.2","578.133","42.612","772.031","742.955"
"5","1","15","76","357","32","6.2","369.084","38.209","502.794","482.314"
"5","1","16","31","208","31","7.2","200.392","33.741","278.269","263.744"
"5","1","17","0","57","30.2","6.9","51.802","30.41","73.74","63.681"
"5","1","18","0","0","29.5","6.7","0","29.5","0","0"
"5","1","19","0","0","28.7","6.4","0","28.7","0","0"
"5","1","20","0","0","28","6.2","0","28","0","0"
"5","1","21","0","0","28","6.7","0","28","0","0"
"5","1","22","0","0","28.2","4.1","0","28.2","0","0"
"5","1","23","0","0","28.5","1.5","0","28.5","0","0"
"5","2","0","0","0","28.3","1.7","0","28.3","0","0"
"5","2","1","0","0","28.2","1.9","0","28.2","0","0"
"5","2","2","0","0","28","2.1","0","28","0","0"
"5","2","3","0","0","28.3","2","0","28.3","0","0"
"5","2","4","0","0","28.7","1.9","0","28.7","0","0"
"5","2","5","0","1","29","1.8","0.97","27.454","1.4","0"
"5","2","6","133","56","29.3","1.7","58.441","29.355","75.011","64.927"
"5","2","7","289","150","29.7","1.6","227.152","34.715","295.106","280.173"
"5","2","8","366","270","30","1.5","441.55","41.629","581.861","559.021"
"5","2","9","462","302","30.4","2.5","603.191","44.901","792.433","762.641"
"5","2","10","577","303","30.8","3.6","753.48","47.266","982.461","945.563"
"5","2","11","396","354","31.2","4.6","678.497","45.141","896.208","862.633"
"5","2","12","330","314","31.6","5.6","583.757","42.236","782.696","753.247"
"5","2","13","413","410","32","6.7","716.404","43.603","952.622","916.892"
"5","2","14","212","342","32.4","7.7","464.948","39.384","630.043","605.698"
"5","2","15","332","237","31.4","6.8","388.317","37.427","521.486","500.46"
"5","2","16","84","145","30.5","6","158.788","32.878","216.764","203.679"
"5","2","17","10","48","29.5","5.1","44.799","29.574","63.511","53.651"
"5","2","18","0","0","29.3","4.4","0","29.3","0","0"
"5","2","19","0","0","29.2","3.8","0","29.2","0","0"
"5","2","20","0","0","29","3.1","0","29","0","0"
"5","2","21","0","0","29","5.1","0","29","0","0"
"5","2","22","0","0","29","5.1","0","29","0","0"
"5","2","23","0","0","28.7","5.1","0","28.7","0","0"
"5","3","0","0","0","28.3","4.2","0","28.3","0","0"
"5","3","1","0","0","28","3.4","0","28","0","0"
"5","3","2","0","0","27.6","2.5","0","27.6","0","0"
"5","3","3","0","0","27.2","1.6","0","27.2","0","0"
"5","3","4","0","0","27","1.3","0","27","0","0"
"5","3","5","0","1","26.8","1","0.97","24.847","1.418","0"
"5","3","6","124","63","28.1","2","63.483","28.253","83.318","73.071"
"5","3","7","405","146","29.4","3","258.117","34.327","330.159","314.356"
"5","3","8","393","180","30.7","4.1","372.353","37.968","496.751","476.445"
"5","3","9","559","233","32","5.1","604.842","43.178","800.296","770.226"
"5","3","10","687","258","34","7.2","797.657","46.436","1044.129","1004.755"
"5","3","11","728","234","33","7.7","851.472","45.908","1119.559","1077.044"
"5","3","12","625","312","34","7.7","832.13","46.685","1089.864","1048.6"
"5","3","13","512","262","34","3.1","656.821","49.597","845.638","813.936"
"5","3","14","600","253","33","6.7","643.279","43.507","848.944","817.122"
"5","3","15","274","227","32","10.3","349.344","36.225","472.795","453.174"
"5","3","16","131","150","31","8","176.118","33.174","237.068","223.516"
"5","3","17","27","49","30","5.7","45.821","30.113","63.965","54.097"
"5","3","18","0","0","28.2","4.5","0","28.2","0","0"
"5","3","19","0","0","26.5","3.3","0","26.5","0","0"
"5","3","20","0","0","24.7","2.2","0","24.7","0","0"
"5","3","21","0","0","23","1","0","23","0","0"
"5","3","22","0","0","23.1","1.1","0","23.1","0","0"
"5","3","23","0","0","23.2","1.1","0","23.2","0","0"
"5","4","0","0","0","23.4","1.2","0","23.4","0","0"
"5","4","1","0","0","23.5","1.2","0","23.5","0","0"
"5","4","2","0","0","23.6","1.3","0","23.6","0","0"
"5","4","3","0","0","23.7","1.4","0","23.7","0","0"
"5","4","4","0","0","23.9","1.4","0","23.9","0","0"
"5","4","5","0","1","24","1.5","0.97","22.149","1.436","0"
"5","4","6","37","59","25","1","56.004","24.753","79.495","69.323"
"5","4","7","64","144","26","0.5","153.424","29.683","214.247","201.219"
"5","4","8","289","293","27.7","1.2","421.378","39.111","564.365","542.058"
"5","4","9","505","317","29.3","1.9","643.595","45.946","840.585","809.067"
"5","4","10","561","316","31","2.6","749.253","49.196","966.986","930.696"
"5","4","11","356","403","31.4","5.1","686.465","44.69","908.908","874.854"
"5","4","12","527","382","32","2.6","812.559","51.724","1036.339","997.283"
"5","4","13","474","295","32.2","3.8","656.301","46.749","857.907","825.755"
"5","4","14","313","329","32.5","5.1","519.044","42.496","691.039","664.715"
"5","4","15","433","252","31","7.2","449.788","37.828","600.66","577.238"
"5","4","16","74","184","30.7","6.2","189.696","33.638","260.001","245.913"
"5","4","17","22","53","30.3","5.3","48.689","30.509","68.205","58.255"
"5","4","18","0","0","30","4.3","0","30","0","0"
"5","4","19","0","0","29.7","3.4","0","29.7","0","0"
"5","4","20","0","0","29.3","2.4","0","29.3","0","0"
"5","4","21","0","0","28.8","1.9","0","28.8","0","0"
"5","4","22","0","0","28.3","1.4","0","28.3","0","0"
"5","4","23","0","0","27.8","0.8","0","27.8","0","0"
"5","5","0","0","0","27.3","0.3","0","27.3","0","0"
"5","5","1","0","0","27","0.4","0","27","0","0"
"5","5","2","0","0","26.7","0.6","0","26.7","0","0"
"5","5","3","0","0","26.4","0.7","0","26.4","0","0"
"5","5","4","0","0","26","0.9","0","26","0","0"
"5","5","5","0","1","25.7","1","0.97","23.694","1.425","0"
"5","5","6","74","55","26.8","1.5","54.199","26.624","73.848","63.787"
"5","5","7","184","175","28","2.1","216.516","32.332","291.347","276.506"
"5","5","8","582","195","30","2.6","480.53","40.884","628.774","604.469"
"5","5","9","458","269","31.2","3.4","566.298","43.669","748.133","719.884"
"5","5","10","580","369","32.3","4.3","811.186","48.914","1048.557","1009.002"
"5","5","11","653","298","33.5","5.1","841.242","49.824","1083.585","1042.583"
